applicant_id,age,employment_type,years_at_job,annual_income,income_stability,existing_loans,monthly_emi,debt_to_income_ratio,credit_card_utilization,savings_balance,investment_value,property_value,avg_account_balance,bounced_checks,credit_inquiries,risk_score,recommended_credit_limit,emi_to_income_ratio,savings_to_income_ratio,investment_to_income_ratio,effective_utilization,employment_stability,income_consistency,banking_behavior_score,financial_reserves,high_dti_flag,low_savings_flag,credit_seeker_flag,is_salaried,is_self_employed,is_business
APP_0011,38,Business,25,1887377,0.7851795891276487,3,62683.69184983091,0.3985448069982684,0.6199024461115628,3010838.5551957623,2135824.7286272137,3942801.8256673375,131651.78156765955,2,0,0.7200000000000001,591566.0671053095,0.39854480699826844,1.5952502097862602,1.1316365138640632,0.8058731799450316,0.3258096538021482,1.040998679233841,0.3333333333333333,13.684216558677532,0,0,0,0,0,1
APP_0012,39,Business,8,260321,0.528397234403613,0,3659.300519254255,0.1686825351433463,0.8243360104049023,689613.3675736389,85266.38112465547,817939.4398121409,32615.32886131659,1,8,0.6400000000000001,50000.0,0.16868253514334633,2.6490885006343663,0.3275432297995762,0.8243360104049023,0.21972245773362195,0.6444979734064235,0.35714285714285715,35.292708019883655,0,0,1,0,0,1
APP_0013,61,Business,16,2238408,0.8138477697163014,3,29308.77688967355,0.1571229743085633,0.1775446513830586,3531375.0377697367,2154336.801114195,11646933.778175738,297263.15175471565,5,10,0.616,818582.0183940214,0.1571229743085633,1.5776279560159439,0.9624415214358576,0.2308080467979762,0.2833213344056216,1.0444282058353629,0.14285714285714285,32.33224789219594,0,0,1,0,0,1
APP_0014,31,Salaried,13,1723138,0.9401777532585096,0,25071.212781301667,0.1745969001760857,0.2521671267526492,2794126.628965218,1653156.113181756,6042883.511419922,125603.78954050005,0,7,0.8,721248.9071175988,0.17459690017608573,1.6215338695828299,0.9593869517019276,0.2521671267526492,0.26390573296152586,1.1882960523463173,0.588235294117647,29.564337266948367,0,0,1,1,0,0
APP_0015,60,Salaried,2,361898,0.9906988771854254,1,4520.508124300049,0.1498933331811742,0.4885129003605748,374335.8002139636,333623.8236275112,552878.3058121845,32222.78505977183,3,4,0.77,159006.24363777248,0.1498933331811742,1.0343682479979541,0.9218725265890146,0.5373641903966323,0.10986122886681098,1.099538273269986,0.22727272727272727,26.10177161411822,0,0,0,1,0,0
APP_0016,54,Self-Employed,14,4862122,0.7647485247802981,3,59333.70957571292,0.1464390475822192,0.3373662603956514,14206018.787556442,6041305.821099412,28588094.9520666,657181.9701143386,0,0,0.9,1897705.3442133751,0.14643904758221926,2.921773412422897,1.2425245234692612,0.4385761385143468,0.270805020110221,0.9718462644126885,1.0,56.874146679410536,0,0,0,0,1,0
APP_0017,57,Business,6,677140,0.8843115613097802,0,20054.7856121913,0.3554027636032365,0.1548170661630339,453617.54756565066,1185858.0579596965,3137853.191376926,107913.21686565487,4,3,0.5544000000000001,162013.25461315195,0.3554027636032365,0.6699021584393932,1.7512745635462335,0.1548170661630339,0.19459101490553132,1.0563906455177454,0.18867924528301888,13.624974085393283,0,0,0,0,0,1
APP_0018,27,Business,3,3716713,0.762949265789009,2,117823.4808160916,0.3804118773209282,0.2634073595388291,8513054.94121857,2340171.529408458,16955914.617865574,466923.0146226946,2,7,0.5760000000000002,698917.5695663198,0.3804118773209283,2.290479501973537,0.6296347147085228,0.3160888314465949,0.13862943611198905,0.8687164922873954,0.27027027027027023,15.352381935322978,0,0,1,0,0,1
APP_0019,29,Salaried,15,719351,0.7219782163298899,1,15092.308180383508,0.2517654082146296,0.2059652562931738,987325.1361013972,232943.3810087001,2300887.1536958674,55598.70394071999,3,8,0.5599999999999999,193931.95329794165,0.2517654082146297,1.3725220874112878,0.3238243653080347,0.2265617819224912,0.2772588722239781,0.9221530823597945,0.20833333333333334,13.475611798688316,0,0,1,1,0,0
APP_0020,64,Business,17,265624,0.7671452814850335,2,8400.95248881255,0.3795268118308232,0.1828692015345692,715940.9923603636,179572.09267237427,2392585.4327711603,35718.127824887764,1,4,0.7920000000000001,65784.54258279502,0.37952681183082326,2.6953174124339805,0.6760386586768299,0.21944304184148303,0.28903717578961646,0.9888787870657979,0.4166666666666667,17.76610224109076,0,0,0,0,0,1
APP_0021,38,Business,11,1907898,0.7749988515205322,2,40005.87327817584,0.2516227174293962,0.3008970016559152,5285636.069905803,556033.9937177189,12799248.256070852,277284.6951271348,0,0,0.8,508909.0729253026,0.2516227174293962,2.77039761554643,0.2914380085925552,0.36107640198709823,0.24849066497880004,0.9675788314926755,1.0,24.336718523820235,0,0,0,0,0,1
APP_0022,33,Business,9,1555447,0.7964923633391723,3,34773.58083566546,0.2682720594324239,0.189499104471468,4452665.119968194,2245809.3212819723,3642061.370662361,71815.27407445475,2,9,0.6400000000000001,419109.6330641194,0.26827205943242394,2.8626273476165975,1.4438353227605778,0.24634883581290842,0.23025850929940458,0.9798915075900098,0.25641025641025644,32.105189630916044,0,0,1,0,0,1
APP_0023,52,Salaried,2,1592929,0.8093954545981767,0,49072.48639177036,0.3696773909579424,0.2680612306718032,1790172.3949265846,613323.0937568285,12776957.065432316,242417.51739762345,3,9,0.63,501562.9386535992,0.3696773909579425,1.1238243480573111,0.38502851900921414,0.2680612306718032,0.10986122886681098,0.8983166338795436,0.2040816326530612,8.163078965454961,0,0,1,1,0,0
APP_0024,40,Salaried,26,1042611,0.9644248613989972,0,13363.510016178006,0.1538081990254621,0.8395898361932365,2560617.417837446,981184.2173246676,7328683.877768665,139239.50945185884,1,4,0.8,219931.81512575469,0.1538081990254621,2.4559662403690794,0.9410836997927967,0.8395898361932365,0.3295836866004329,1.2822835626679903,0.4166666666666667,44.17254686922786,0,0,0,1,0,0
APP_0025,31,Self-Employed,28,524845,0.8434373005351127,1,6992.328382704978,0.1598718490077255,0.834761520983596,721213.6894457955,880146.950367835,4640630.848817685,36493.58030832077,5,3,0.4032,76052.4511251188,0.15987184900772558,1.3741460611147966,1.6769654857488117,0.9182376730819557,0.3367295829986474,1.127447591029806,0.15873015873015872,38.16946592912886,0,0,0,0,1,0
APP_0026,42,Salaried,25,1470735,0.8053438387248256,3,37240.90199516457,0.3038554355080791,0.7749289306176647,1952951.75357079,367214.5314345199,13079754.794237234,109302.91648286946,4,4,0.504,159593.35374850914,0.30385543550807914,1.3278746705360176,0.24968096321534466,1.007407609802964,0.3258096538021482,1.067732636011454,0.18518518518518517,10.383593310506482,0,0,0,1,0,0
APP_0027,63,Self-Employed,12,2831316,0.6745575535482432,0,50859.5498388965,0.2155586300034182,0.5612704347972797,3218657.767975663,4178494.406431612,2874412.887727714,445545.9719100251,4,10,0.6930000000000001,957058.410219576,0.2155586300034182,1.1368062653464548,1.4758135109015074,0.5612704347972797,0.2564949357461537,0.8475781499026824,0.16666666666666666,24.2404563083977,0,0,1,0,1,0
APP_0028,37,Self-Employed,14,786982,0.8795497943885258,2,18818.48560409446,0.2869466229839228,0.6307099810124355,638685.7004304386,1432373.5850810823,4378848.542236158,98395.00559903358,2,6,0.9,339185.3299990331,0.2869466229839228,0.8115632891609194,1.8200843031747642,0.7568519772149226,0.270805020110221,1.1177362941458513,0.2777777777777778,18.342418983499456,0,0,1,0,1,0
APP_0029,60,Salaried,7,2063479,0.8994788302638315,3,52136.44224316918,0.3031953835818199,0.8222444365860662,4206994.758131096,1530502.5431936209,12239391.393616335,86082.99767174407,2,3,0.7920000000000001,607877.3194093906,0.3031953835818199,2.038787289878451,0.7417097742180176,1.068917767561886,0.20794415416798356,1.0865201948150511,0.30303030303030304,18.34128891574055,0,0,0,1,0,0
APP_0030,62,Business,21,2903222,0.6859952760988057,3,73230.91284658237,0.30268816995703,0.5089391974996696,7212586.182158313,5596534.100914009,22133157.14904916,360066.3305328093,2,8,0.7920000000000001,1070443.7765509188,0.30268816995703,2.484338497765005,1.927697606629465,0.6616209567495706,0.3091042453358316,0.8980393282212725,0.2631578947368421,29.152352435979303,0,0,1,0,0,1
APP_0031,64,Self-Employed,3,2170220,0.7691182682228668,1,61845.639793349255,0.3419688683728797,0.2178831697966181,1335844.8381981654,4277687.743650933,14109611.016341742,298899.6999939592,3,6,0.6237,750491.2352279198,0.34196886837287976,0.6155342952318961,1.9710848410073323,0.23967148677627992,0.13862943611198905,0.8757407000500324,0.2173913043478261,15.12780475337774,0,0,1,0,1,0
APP_0032,61,Salaried,23,1910522,0.8483131507031311,1,22969.4742008296,0.1442714035273894,0.6500979304644157,5218876.5912324805,3341107.5338778994,17135828.798250083,265503.7473805737,1,2,1.0,996612.22825425,0.14427140352738949,2.731649565528416,1.7487930177605384,0.7151077235108573,0.31780538303479455,1.1179116364957928,0.45454545454545453,62.11130513384597,0,0,0,1,0,0
APP_0033,58,Self-Employed,2,4875858,0.5996793118639887,0,96273.22608533362,0.2369385476410517,0.7411332813778116,10575464.570132578,9645453.576762596,31005926.55564901,782193.0281430538,3,9,0.5544000000000001,1421877.4413394877,0.23693854764105177,2.168944331465883,1.9782064155196062,0.7411332813778116,0.10986122886681098,0.6655608179913701,0.2040816326530612,35.00612954940691,0,0,1,0,1,0
APP_0034,57,Self-Employed,27,4795883,0.6783654448306802,1,129127.80398943258,0.3230966326478754,0.4797395494584426,5505572.352567657,3093495.7372846697,32319229.799513083,658922.5620443512,4,7,0.6237,1348128.4666387914,0.32309663264787547,1.1479788711625485,0.6450315275173872,0.5277135044042869,0.3332204510175204,0.9044106843118603,0.17543859649122806,11.098911084189695,0,0,1,0,1,0
APP_0035,42,Self-Employed,3,2596861,0.5937974312058542,2,42396.54107217123,0.1959128705256287,0.5321217780147651,2196776.009407264,1600369.251515154,18815681.831650563,337511.5815066737,0,6,0.9,848487.3864162272,0.19591287052562872,0.8459351537903893,0.6162706635107362,0.6385461336177182,0.13862943611198905,0.6761152342586694,0.625,14.927103190087188,0,0,1,0,1,0
APP_0036,59,Self-Employed,14,722322,0.5827337558057641,3,13052.54175698026,0.2168430438000824,0.7158366178517306,2069564.5505671715,169859.45169847537,6447381.202617991,82075.97533606885,3,0,0.5544000000000001,231101.42699533136,0.2168430438000824,2.8651550839752513,0.23515752212790883,0.9305876032072498,0.270805020110221,0.7405409822656487,0.25,28.594992504915044,0,0,0,0,1,0
APP_0037,44,Self-Employed,28,3715005,0.7152882270440926,1,76302.74875616422,0.2464688432650751,0.3183482494106052,6367908.587928495,3343292.617821688,26078824.604840163,525429.7157415779,5,2,0.63,1254956.280683041,0.24646884326507518,1.714104984496251,0.8999429658430306,0.35018307435166574,0.3367295829986474,0.9561469334604917,0.16129032258064516,21.211995120437148,0,0,0,0,1,0
APP_0038,33,Business,18,426210,0.8627715450347073,0,4446.231196201653,0.1251842386486,0.4428902157288759,1136756.7906705008,224660.51110252185,1424141.0029999218,35198.87252215457,3,5,0.448,63965.63866014595,0.12518423864860007,2.667128388987825,0.5271122477241779,0.4428902157288759,0.29444389791664405,1.1168093617662918,0.2222222222222222,51.03263272109574,0,0,0,0,0,1
APP_0039,49,Self-Employed,25,3736342,0.6009086127129523,0,75066.86295908155,0.2410920508639141,0.6992194088662805,2354695.1141870543,7149323.949092573,11276278.2559869,187728.6291034468,5,0,0.63,1180933.537926789,0.24109205086391414,0.6302140206081387,1.9134554462874578,0.6992194088662805,0.3258096538021482,0.7966904397876884,0.16666666666666666,21.101230486702242,0,0,0,0,1,0
APP_0040,40,Salaried,27,385479,0.8864006969758473,1,4428.713379338355,0.1378662924622619,0.6355670756959285,736235.5761820045,228333.1558753766,2812140.518858955,53014.51400703317,1,9,1.0,170728.26267903295,0.1378662924622619,1.9099239548250475,0.5923361736317065,0.6991237832655214,0.3332204510175204,1.1817675370043836,0.3448275862068966,36.299810254804626,0,0,1,1,0,0
APP_0041,32,Salaried,10,753399,0.8736054197527731,2,17123.441984729612,0.2727390185237243,0.8264209208379557,1083589.2198101887,1427425.213446763,2098192.101580091,87152.36707097218,5,3,0.448,81262.15401860744,0.2727390185237243,1.438267398563296,1.894647077374357,0.9917051050055468,0.23978952727983707,1.0830868503843942,0.15873015873015872,24.440320229778482,0,0,0,1,0,0
APP_0042,44,Business,20,1215483,0.8184908866400848,0,20679.53185671024,0.2041611295925347,0.4427024105877956,1733798.000845379,1350072.7293343146,4948329.229025254,179725.71647904092,3,1,0.5599999999999999,254168.72866867916,0.20416112959253474,1.4264271905451404,1.1107294214187402,0.4427024105877956,0.3044522437723423,1.0676822735848726,0.24390243902439027,24.854453117765793,0,0,0,0,0,1
APP_0043,48,Business,29,4056573,0.7829234574824309,3,51667.58601609399,0.1528410883258178,0.517397397550784,8624856.458375337,5308602.766476137,37631038.41583525,561822.5740322712,3,6,0.5599999999999999,1204658.3756747632,0.15284108832581786,2.1261435350418534,1.308642237296392,0.6726166168160191,0.34011973816621555,1.0492111788455434,0.2173913043478261,44.94584290078028,0,0,1,0,0,1
APP_0044,62,Self-Employed,11,2259362,0.8322924075562415,0,34583.013840466614,0.183678474757741,0.4606416001550164,5368674.982653071,2769366.3392194663,15846478.750664042,189145.3008222105,3,5,0.6930000000000001,427032.9931599317,0.18367847475774104,2.3761907045675157,1.22572936042098,0.4606416001550164,0.24849066497880004,1.0391093013666983,0.2222222222222222,39.219838576503584,0,0,0,0,1,0
APP_0045,38,Self-Employed,26,2367217,0.6361355372657135,2,52618.75757680117,0.2667373083758751,0.5133018013719474,2314288.5343313706,1501859.2618911157,11026149.093983551,262911.8624231889,1,7,0.9,976536.296861788,0.2667373083758751,0.977641058817747,0.6344408906708239,0.6159621616463368,0.3295836866004329,0.8457954328152945,0.37037037037037035,12.087412588095042,0,0,1,0,1,0
APP_0046,56,Self-Employed,26,344646,0.5372213402218686,1,6356.430784858331,0.2213203386033784,0.2946441311014057,744400.9140081407,297855.7600293428,2061416.1604721623,29169.576357864014,5,8,0.6930000000000001,79370.3703629913,0.22132033860337846,2.15990005399204,0.8642368111898666,0.3241085442115463,0.3295836866004329,0.7142807300526175,0.14705882352941177,27.328142404493352,0,0,1,0,1,0
APP_0047,54,Self-Employed,10,2308926,0.5922152165194031,1,37455.47130404916,0.1946643832017959,0.6943048509112832,6643227.80502243,3330151.033933549,6289211.393844105,309378.1860259759,2,9,0.9,1227375.4848902228,0.19466438320179597,2.877193900983587,1.442294397452993,0.7637353360024116,0.23978952727983707,0.7342222233365172,0.25641025641025644,44.37882500527944,0,0,1,0,1,0
APP_0048,58,Business,10,1043274,0.8330513453308273,2,14627.131747477471,0.1682449490447664,0.2435532349483226,558538.5592517569,1211703.4520171378,3618910.876246378,170526.8212439097,4,4,0.616,307811.364333332,0.16824494904476645,0.5353709181401596,1.1614431606817939,0.2922638819379871,0.23978952727983707,1.0328083336275387,0.18518518518518517,20.170758034114495,0,0,0,0,0,1
APP_0049,33,Business,28,4317788,0.5410350587151043,0,97948.7566349652,0.2722192658878997,0.4755175559444081,6913521.227415219,2296435.4385632505,6314291.956411815,687821.9715036028,3,1,0.448,1022983.820165196,0.2722192658878997,1.6011719953400256,0.5318546067021471,0.4755175559444081,0.3367295829986474,0.7232175684238901,0.24390243902439027,15.671386043047788,0,0,0,0,0,1
APP_0050,50,Self-Employed,3,649705,0.5606908027803825,2,6797.769885572649,0.125554272518869,0.2985527641680929,1231309.6023906155,616643.6166447154,4135464.328874084,77294.72863032177,4,6,0.63,155623.60810345813,0.12555427251886903,1.8951825865440708,0.9491132385385912,0.3582633170017115,0.13862943611198905,0.6384190526030055,0.17857142857142858,45.307830120320354,0,0,1,0,1,0
APP_0051,53,Self-Employed,28,3797285,0.6221520977277442,0,89517.59963178542,0.2828892736735391,0.692071444387636,10894317.634606382,2179710.816337332,11009190.278797152,471699.4407004912,1,3,0.9,921118.348748428,0.2828892736735391,2.8689755008134448,0.5740182304823925,0.692071444387636,0.3367295829986474,0.8316491141573412,0.4347826086956522,24.341635061562165,0,0,0,0,1,0
APP_0052,29,Salaried,1,2013446,0.8351511113853107,3,31439.58792822583,0.1873777867093083,0.2851809876448207,4565266.469616551,2950458.6764084124,10240954.0222606,256895.1355555537,2,10,0.8,702154.3965526302,0.1873777867093083,2.267389574697584,1.4653776045686908,0.37073528393826694,0.06931471805599453,0.893039375205134,0.25,39.842152528540275,0,0,1,1,0,0
APP_0053,37,Self-Employed,4,4768120,0.5899237801064096,1,148019.70283701166,0.3725234335637819,0.7613049277200478,3235286.678272361,2377675.5855304194,17968690.32365957,645061.7033859931,4,4,0.4536,812487.6562362738,0.3725234335637819,0.6785245921395353,0.49866102059730444,0.8374354204920527,0.16094379124341002,0.6848683498213788,0.18518518518518517,6.320062077572829,0,0,0,0,1,0
APP_0054,54,Business,10,3576486,0.8770704962976164,3,68945.01117349327,0.2313276590714794,0.578429329632883,9740764.279085023,5443987.727680938,23009046.463668685,160583.42818979852,1,10,0.8,1528971.929348756,0.23132765907147945,2.7235572232311336,1.5221610619141075,0.7519581285227479,0.23978952727983707,1.087382815995914,0.3333333333333333,36.707398520237724,0,0,1,0,0,1
APP_0055,61,Business,1,2460822,0.7304987938410987,1,49452.31942189328,0.24115024697549,0.621207591546949,6866141.17532881,1296066.875246233,15424350.1722195,297795.77536205563,3,1,0.616,588162.4475242511,0.24115024697549003,2.790181969816919,0.5266804650016267,0.683328350701644,0.06931471805599453,0.7811331117764385,0.24390243902439027,27.508679559060656,0,0,0,0,0,1
APP_0056,51,Self-Employed,11,1077447,0.843093237760141,2,20066.86917641473,0.2234935269363381,0.4963752167714702,2323470.11045201,992128.3450659777,8452030.781137858,49836.02662063931,0,5,0.9,291841.15851040644,0.22349352693633817,2.156458842478572,0.9208140586645818,0.5956502601257642,0.24849066497880004,1.052594037050288,0.6666666666666666,27.537915243690353,0,0,0,0,1,0
APP_0057,32,Self-Employed,28,4516746,0.8299708813074804,0,111901.67300015315,0.2972981159449387,0.534074875485756,6924708.781043881,2428422.048324417,19223335.25997803,615280.4487884871,5,7,0.504,1147317.1343003572,0.29729811594493866,1.5331189269983039,0.5376485745101489,0.534074875485756,0.3367295829986474,1.1094466300711683,0.14925373134328357,13.930579377717757,0,0,1,0,1,0
APP_0058,38,Self-Employed,18,1299018,0.8710691043377792,3,39431.04027967256,0.3642539852073417,0.4877694375599984,743263.8134542111,1732942.1008126691,10643924.344536629,169378.33323701107,2,8,0.81,216196.24965609453,0.36425398520734176,0.572173606104158,1.3340400986073089,0.634100268827998,0.29444389791664405,1.1275500867737547,0.2631578947368421,10.466398623621954,0,0,1,0,1,0
APP_0059,51,Salaried,8,775890,0.838434368253635,0,19029.53676076077,0.2943129066351276,0.2231768995426624,2197035.4566806806,562792.4387847309,5701786.465888536,72625.60027251388,3,7,0.7,161574.94436009895,0.2943129066351277,2.831632649835261,0.7253508084712148,0.2231768995426624,0.21972245773362195,1.0226572282946602,0.2127659574468085,24.171440518687277,0,0,1,1,0,0
APP_0060,60,Salaried,13,1099477,0.9765604449794684,1,32911.75187795185,0.3592080803285764,0.3209979222576328,2721222.567425593,1041090.7718341324,10344138.590267884,115592.27873993837,0,4,0.99,533813.8830595477,0.35920808032857643,2.4750154550077834,0.9468963623924215,0.3530977144833961,0.26390573296152586,1.2342803449930089,0.7142857142857143,19.05253252805504,0,0,0,1,0,0
APP_0061,62,Business,22,4307400,0.8461042378800971,3,93892.04951004166,0.2615741733111622,0.376099153354406,8097022.705727029,5074867.175738739,21959562.6242169,352727.9697970695,1,3,0.8800000000000001,1625064.729406189,0.2615741733111622,1.8797935426770276,1.1781741133256114,0.48892889936072786,0.313549421592915,1.1113997322747156,0.4347826086956522,23.3812659506331,0,0,0,0,0,1
APP_0062,39,Self-Employed,2,2869056,0.7978820606260784,3,51600.8390326692,0.2158236257472947,0.6309510635876278,7321454.719294023,5639051.098135239,15659186.707385078,132820.41725608666,4,9,0.63,601533.9281151907,0.21582362574729472,2.5518688792738877,1.9654726495876134,0.8202363826639161,0.10986122886681098,0.8855383642972428,0.1694915254237288,41.86141821332204,0,0,1,0,1,0
APP_0063,31,Self-Employed,4,4611997,0.8641766710785868,0,121731.02746894136,0.3167331482711928,0.4279828957970916,9855622.282851825,2203843.660203309,24099600.189428028,750912.0712413414,2,9,0.6480000000000001,1425794.4079234602,0.3167331482711928,2.136953316069335,0.47785019378878796,0.4279828957970916,0.16094379124341002,1.0032605408260837,0.25641025641025644,16.511082115215043,0,0,1,0,1,0
APP_0064,30,Self-Employed,28,4676348,0.652003759009062,2,112247.84384555784,0.2880397537023964,0.8099509463274587,8042704.618523481,5489232.068104019,30663445.865122743,332081.2529320399,5,4,0.4032,1129360.7356358669,0.28803975370239643,1.7198687134754473,1.1738288228557883,0.9719411355929504,0.3367295829986474,0.8715527128937341,0.15625,20.09234835911582,0,0,0,0,1,0
APP_0065,30,Self-Employed,4,1043115,0.6774714206646824,2,32252.00476214482,0.3710272186151458,0.1367927749417702,2597730.476656701,759452.3897267078,4562136.270248798,62443.87968012225,4,6,0.4536,201740.5142474195,0.37102721861514587,2.490358662905529,0.7280619967373758,0.16415132993012424,0.16094379124341002,0.7865062395655154,0.17857142857142858,17.34870380483468,0,0,1,0,1,0
APP_0066,36,Salaried,6,631217,0.8828475360665611,3,15039.434659093711,0.2859131105612246,0.2926638334850504,1756091.4825183505,288852.40830344346,3250987.9837238137,46340.06011490807,2,10,1.0,128616.12739625972,0.28591311056122465,2.782072540058887,0.45761189623131737,0.3804629835305655,0.19459101490553132,1.054641734116601,0.25,22.662020849138134,0,0,1,1,0,0
APP_0067,54,Self-Employed,22,4785197,0.5631902488287148,3,152955.10978122576,0.3835706904803938,0.8901213561747772,5971378.538610818,9243336.939737529,34514772.33995305,472639.3783671401,2,3,0.6480000000000001,1859707.6124427896,0.3835706904803938,1.2478856228094304,1.9316523310821956,1.1571577630272103,0.313549421592915,0.7397782255957281,0.30303030303030304,16.578628309214608,0,0,0,0,1,0
APP_0068,55,Salaried,8,1899557,0.8715768077052216,2,62971.51967456114,0.3978076130880693,0.3361846031066154,5593931.728223429,2630532.4980208664,6592077.147771924,213525.01154099792,5,0,0.63,675245.9218062733,0.39780761308806933,2.9448612114421566,1.3848136686716253,0.4034215237279385,0.21972245773362195,1.0630818059978373,0.16666666666666666,21.767682355316058,0,0,0,1,0,0
APP_0069,56,Self-Employed,25,2130372,0.7428259992657064,2,29417.128440133645,0.1657013616784316,0.2521055914216706,2400006.7931562955,3323463.7938015675,16845356.239231057,270074.828587843,1,10,0.99,503783.8009337065,0.16570136167843164,1.12656700010904,1.5600391827350188,0.3025267097060047,0.3258096538021482,0.984845880921701,0.3333333333333333,32.42708636345211,0,0,1,0,1,0
APP_0070,65,Business,2,2791516,0.8154441936040615,0,63709.8721050029,0.2738721416105208,0.6858878143513907,2024779.901323955,2041153.185482024,21570959.147523727,177600.9250274678,1,8,0.8800000000000001,1352528.9462347997,0.27387214161052087,0.7253334393655473,0.7311988129324797,0.6858878143513907,0.10986122886681098,0.9050298947857095,0.35714285714285715,10.636585698222573,0,0,1,0,0,1
APP_0071,48,Business,17,2486125,0.8321890478269589,2,77528.70719871925,0.3742146860614936,0.8553502528777589,7255656.84090054,1817990.3635831303,21961365.76451768,353516.369171434,3,1,0.4032,256919.36803247232,0.37421468606149366,2.9184601904170306,0.7312546085104853,1.0264203034533106,0.28903717578961646,1.072722619933913,0.24390243902439027,19.505994472529967,0,0,0,0,0,1
