applicant_id,age,employment_type,years_at_job,annual_income,income_stability,existing_loans,monthly_emi,debt_to_income_ratio,credit_card_utilization,savings_balance,investment_value,property_value,avg_account_balance,bounced_checks,credit_inquiries,risk_score,recommended_credit_limit
APP_0013,61,Business,16,2238408,0.8138477697163014,3,29308.77688967355,0.1571229743085633,0.17754465138305867,3531375.0377697367,2154336.801114195,11646933.778175738,297263.15175471565,5,10,0.616,818582.0183940214
APP_0014,31,Salaried,13,1723138,0.9401777532585096,0,25071.212781301667,0.17459690017608573,0.2521671267526492,2794126.628965218,1653156.113181756,6042883.511419922,125603.78954050003,0,7,0.8,721248.9071175988
APP_0015,60,Salaried,2,361898,0.9906988771854254,1,4520.508124300049,0.1498933331811742,0.4885129003605748,374335.8002139636,333623.8236275112,552878.3058121845,32222.78505977183,3,4,0.77,159006.24363777248
APP_0016,54,Self-Employed,14,4862122,0.7647485247802981,3,59333.70957571292,0.14643904758221926,0.3373662603956514,14206018.787556442,6041305.821099412,28588094.9520666,657181.9701143386,0,0,0.9,1897705.3442133751
APP_0017,57,Business,6,677140,0.8843115613097802,0,20054.7856121913,0.3554027636032365,0.1548170661630339,453617.54756565066,1185858.0579596963,3137853.191376926,107913.21686565487,4,3,0.5544000000000001,162013.25461315195
APP_0018,27,Business,3,3716713,0.762949265789009,2,117823.48081609159,0.3804118773209282,0.26340735953882916,8513054.94121857,2340171.529408458,16955914.617865574,466923.0146226946,2,7,0.5760000000000002,698917.5695663198
APP_0019,29,Salaried,15,719351,0.7219782163298899,1,15092.308180383507,0.25176540821462967,0.20596525629317386,987325.1361013971,232943.3810087001,2300887.1536958674,55598.703940719985,3,8,0.5599999999999999,193931.95329794165
APP_0020,64,Business,17,265624,0.7671452814850335,2,8400.95248881255,0.37952681183082326,0.1828692015345692,715940.9923603636,179572.09267237427,2392585.4327711603,35718.127824887764,1,4,0.7920000000000001,65784.54258279502
APP_0021,38,Business,11,1907898,0.7749988515205322,2,40005.873278175844,0.2516227174293962,0.30089700165591526,5285636.069905803,556033.9937177189,12799248.256070852,277284.6951271348,0,0,0.8,508909.0729253026
APP_0022,33,Business,9,1555447,0.7964923633391723,3,34773.58083566546,0.26827205943242394,0.189499104471468,4452665.119968194,2245809.3212819723,3642061.3706623605,71815.27407445475,2,9,0.6400000000000001,419109.63306411944
APP_0023,52,Salaried,2,1592929,0.8093954545981767,0,49072.486391770355,0.3696773909579424,0.2680612306718032,1790172.3949265846,613323.0937568285,12776957.065432316,242417.51739762345,3,9,0.63,501562.9386535992
APP_0024,40,Salaried,26,1042611,0.9644248613989973,0,13363.510016178006,0.1538081990254621,0.8395898361932365,2560617.417837446,981184.2173246676,7328683.877768665,139239.50945185884,1,4,0.8,219931.81512575469
APP_0025,31,Self-Employed,28,524845,0.8434373005351127,1,6992.328382704978,0.15987184900772558,0.834761520983596,721213.6894457955,880146.950367835,4640630.848817685,36493.58030832077,5,3,0.4032,76052.4511251188
APP_0026,42,Salaried,25,1470735,0.8053438387248256,3,37240.90199516457,0.30385543550807914,0.7749289306176647,1952951.75357079,367214.53143451986,13079754.794237234,109302.91648286946,4,4,0.504,159593.35374850914
APP_0027,63,Self-Employed,12,2831316,0.6745575535482432,0,50859.5498388965,0.2155586300034182,0.5612704347972797,3218657.767975663,4178494.4064316116,2874412.887727714,445545.9719100251,4,10,0.6930000000000001,957058.410219576
APP_0028,37,Self-Employed,14,786982,0.8795497943885258,2,18818.48560409446,0.2869466229839228,0.6307099810124355,638685.7004304386,1432373.5850810825,4378848.542236158,98395.00559903358,2,6,0.9,339185.3299990331
APP_0029,60,Salaried,7,2063479,0.8994788302638315,3,52136.44224316918,0.3031953835818199,0.8222444365860662,4206994.758131096,1530502.5431936209,12239391.393616337,86082.99767174407,2,3,0.7920000000000001,607877.3194093906
APP_0030,62,Business,21,2903222,0.6859952760988057,3,73230.91284658237,0.30268816995703,0.5089391974996696,7212586.182158313,5596534.100914009,22133157.14904916,360066.3305328093,2,8,0.7920000000000001,1070443.7765509188
APP_0031,64,Self-Employed,3,2170220,0.7691182682228668,1,61845.639793349255,0.34196886837287976,0.21788316979661815,1335844.8381981654,4277687.743650933,14109611.016341742,298899.6999939592,3,6,0.6237,750491.2352279198
APP_0032,61,Salaried,23,1910522,0.8483131507031311,1,22969.4742008296,0.14427140352738949,0.6500979304644157,5218876.5912324805,3341107.5338778994,17135828.798250083,265503.7473805737,1,2,1.0,996612.2282542501
APP_0033,58,Self-Employed,2,4875858,0.5996793118639887,0,96273.22608533362,0.23693854764105177,0.7411332813778116,10575464.570132578,9645453.576762596,31005926.55564901,782193.0281430538,3,9,0.5544000000000001,1421877.4413394877
APP_0034,57,Self-Employed,27,4795883,0.6783654448306802,1,129127.80398943258,0.32309663264787547,0.47973954945844266,5505572.352567657,3093495.7372846697,32319229.799513083,658922.5620443512,4,7,0.6237,1348128.4666387914
APP_0035,42,Self-Employed,3,2596861,0.5937974312058542,2,42396.54107217123,0.19591287052562872,0.5321217780147651,2196776.009407264,1600369.251515154,18815681.831650563,337511.5815066737,0,6,0.9,848487.3864162272
APP_0036,59,Self-Employed,14,722322,0.5827337558057641,3,13052.54175698026,0.2168430438000824,0.7158366178517306,2069564.5505671715,169859.45169847537,6447381.202617991,82075.97533606885,3,0,0.5544000000000001,231101.42699533136
APP_0037,44,Self-Employed,28,3715005,0.7152882270440926,1,76302.74875616422,0.24646884326507518,0.31834824941060524,6367908.587928495,3343292.6178216874,26078824.604840163,525429.7157415779,5,2,0.63,1254956.2806830413
APP_0038,33,Business,18,426210,0.8627715450347073,0,4446.231196201653,0.12518423864860007,0.4428902157288759,1136756.7906705008,224660.51110252185,1424141.0029999218,35198.87252215457,3,5,0.44800000000000006,63965.63866014595
APP_0039,49,Self-Employed,25,3736342,0.6009086127129523,0,75066.86295908155,0.24109205086391414,0.6992194088662805,2354695.1141870543,7149323.949092573,11276278.2559869,187728.62910344682,5,0,0.63,1180933.5379267887
APP_0040,40,Salaried,27,385479,0.8864006969758473,1,4428.713379338355,0.1378662924622619,0.6355670756959285,736235.5761820045,228333.1558753766,2812140.518858955,53014.51400703317,1,9,1.0,170728.26267903295
APP_0041,32,Salaried,10,753399,0.8736054197527731,2,17123.441984729612,0.2727390185237243,0.8264209208379557,1083589.2198101887,1427425.2134467633,2098192.101580091,87152.36707097218,5,3,0.44800000000000006,81262.15401860744
APP_0042,44,Business,20,1215483,0.8184908866400848,0,20679.53185671024,0.20416112959253474,0.4427024105877956,1733798.000845379,1350072.7293343146,4948329.229025254,179725.71647904092,3,1,0.5599999999999999,254168.72866867913
APP_0043,48,Business,29,4056573,0.7829234574824309,3,51667.586016093985,0.15284108832581783,0.517397397550784,8624856.458375337,5308602.766476137,37631038.415835254,561822.5740322712,3,6,0.5599999999999999,1204658.3756747632
APP_0044,62,Self-Employed,11,2259362,0.8322924075562415,0,34583.013840466614,0.18367847475774104,0.46064160015501643,5368674.982653071,2769366.3392194663,15846478.750664042,189145.3008222105,3,5,0.6930000000000001,427032.99315993174
APP_0045,38,Self-Employed,26,2367217,0.6361355372657135,2,52618.757576801174,0.26673730837587517,0.5133018013719474,2314288.5343313706,1501859.2618911157,11026149.093983553,262911.8624231889,1,7,0.9,976536.2968617879
APP_0046,56,Self-Employed,26,344646,0.5372213402218686,1,6356.430784858331,0.22132033860337846,0.29464413110140575,744400.9140081407,297855.7600293428,2061416.1604721625,29169.576357864018,5,8,0.6930000000000001,79370.3703629913
APP_0047,54,Self-Employed,10,2308926,0.5922152165194031,1,37455.47130404916,0.19466438320179597,0.6943048509112832,6643227.80502243,3330151.033933549,6289211.393844105,309378.1860259759,2,9,0.9,1227375.4848902228
APP_0048,58,Business,10,1043274,0.8330513453308273,2,14627.131747477471,0.16824494904476645,0.24355323494832268,558538.5592517569,1211703.4520171378,3618910.8762463774,170526.8212439097,4,4,0.616,307811.364333332
APP_0049,33,Business,28,4317788,0.5410350587151043,0,97948.7566349652,0.2722192658878997,0.47551755594440814,6913521.227415219,2296435.4385632505,6314291.956411815,687821.9715036028,3,1,0.44800000000000006,1022983.820165196
APP_0050,50,Self-Employed,3,649705,0.5606908027803825,2,6797.769885572649,0.12555427251886903,0.29855276416809295,1231309.6023906157,616643.6166447154,4135464.328874084,77294.72863032177,4,6,0.63,155623.60810345813
APP_0051,53,Self-Employed,28,3797285,0.6221520977277442,0,89517.59963178542,0.2828892736735391,0.692071444387636,10894317.634606382,2179710.8163373317,11009190.278797153,471699.4407004912,1,3,0.9,921118.348748428
APP_0052,29,Salaried,1,2013446,0.8351511113853107,3,31439.58792822583,0.1873777867093083,0.2851809876448207,4565266.469616551,2950458.6764084124,10240954.0222606,256895.13555555372,2,10,0.8,702154.3965526302
APP_0053,37,Self-Employed,4,4768120,0.5899237801064096,1,148019.70283701166,0.3725234335637819,0.7613049277200478,3235286.678272361,2377675.5855304194,17968690.32365957,645061.7033859931,4,4,0.45360000000000006,812487.6562362738
APP_0054,54,Business,10,3576486,0.8770704962976164,3,68945.01117349327,0.23132765907147945,0.578429329632883,9740764.279085025,5443987.727680938,23009046.463668685,160583.42818979852,1,10,0.8,1528971.929348756
APP_0055,61,Business,1,2460822,0.7304987938410987,1,49452.319421893284,0.24115024697549006,0.621207591546949,6866141.17532881,1296066.875246233,15424350.1722195,297795.77536205563,3,1,0.616,588162.4475242511
APP_0056,51,Self-Employed,11,1077447,0.843093237760141,2,20066.869176414726,0.22349352693633814,0.49637521677147023,2323470.11045201,992128.3450659775,8452030.781137858,49836.02662063931,0,5,0.9,291841.15851040644
APP_0057,32,Self-Employed,28,4516746,0.8299708813074804,0,111901.67300015317,0.2972981159449387,0.534074875485756,6924708.781043881,2428422.048324417,19223335.25997803,615280.4487884871,5,7,0.504,1147317.1343003572
APP_0058,38,Self-Employed,18,1299018,0.8710691043377792,3,39431.040279672554,0.36425398520734176,0.48776943755999846,743263.8134542111,1732942.1008126691,10643924.344536627,169378.33323701107,2,8,0.81,216196.24965609453
APP_0059,51,Salaried,8,775890,0.838434368253635,0,19029.536760760766,0.29431290663512766,0.22317689954266245,2197035.4566806806,562792.4387847309,5701786.465888536,72625.60027251388,3,7,0.7,161574.94436009895
APP_0060,60,Salaried,13,1099477,0.9765604449794685,1,32911.75187795185,0.35920808032857643,0.3209979222576328,2721222.567425593,1041090.7718341323,10344138.590267885,115592.27873993837,0,4,0.9900000000000001,533813.8830595477
APP_0061,62,Business,22,4307400,0.8461042378800971,3,93892.04951004166,0.2615741733111622,0.376099153354406,8097022.705727029,5074867.175738739,21959562.6242169,352727.9697970695,1,3,0.8800000000000001,1625064.729406189
APP_0062,39,Self-Employed,2,2869056,0.7978820606260784,3,51600.8390326692,0.21582362574729472,0.6309510635876278,7321454.719294023,5639051.098135239,15659186.707385078,132820.41725608666,4,9,0.63,601533.9281151907
APP_0063,31,Self-Employed,4,4611997,0.8641766710785868,0,121731.02746894136,0.3167331482711928,0.4279828957970916,9855622.282851823,2203843.660203309,24099600.189428028,750912.0712413414,2,9,0.6480000000000001,1425794.4079234602
APP_0064,30,Self-Employed,28,4676348,0.652003759009062,2,112247.84384555783,0.2880397537023964,0.8099509463274587,8042704.618523481,5489232.068104019,30663445.865122743,332081.2529320399,5,4,0.4032,1129360.7356358669
APP_0065,30,Self-Employed,4,1043115,0.6774714206646824,2,32252.00476214482,0.37102721861514587,0.13679277494177022,2597730.476656701,759452.3897267078,4562136.270248798,62443.87968012225,4,6,0.45360000000000006,201740.5142474195
APP_0066,36,Salaried,6,631217,0.8828475360665611,3,15039.434659093711,0.28591311056122465,0.29266383348505043,1756091.4825183505,288852.40830344346,3250987.9837238137,46340.06011490807,2,10,1.0,128616.12739625973
APP_0067,54,Self-Employed,22,4785197,0.5631902488287148,3,152955.10978122576,0.3835706904803938,0.8901213561747772,5971378.538610818,9243336.939737529,34514772.33995305,472639.37836714013,2,3,0.6480000000000001,1859707.6124427896
APP_0068,55,Salaried,8,1899557,0.8715768077052216,2,62971.51967456114,0.39780761308806933,0.33618460310661546,5593931.728223429,2630532.4980208664,6592077.147771924,213525.01154099792,5,0,0.63,675245.9218062733
APP_0069,56,Self-Employed,25,2130372,0.7428259992657064,2,29417.128440133645,0.16570136167843164,0.25210559142167066,2400006.7931562955,3323463.7938015675,16845356.239231057,270074.828587843,1,10,0.9900000000000001,503783.8009337065
APP_0070,65,Business,2,2791516,0.8154441936040615,0,63709.8721050029,0.27387214161052087,0.6858878143513907,2024779.901323955,2041153.1854820237,21570959.147523727,177600.9250274678,1,8,0.8800000000000001,1352528.9462347995
APP_0071,48,Business,17,2486125,0.8321890478269589,2,77528.70719871925,0.37421468606149366,0.8553502528777589,7255656.84090054,1817990.3635831305,21961365.764517676,353516.369171434,3,1,0.4032,256919.36803247232
APP_0072,39,Business,24,3533729,0.886907898920013,2,37425.38892116903,0.127090862670575,0.41565964826296964,4103176.869056831,1492858.1857141345,15256065.477520373,478089.2114276276,2,9,0.8,996257.7140859601
APP_0073,65,Self-Employed,4,2161440,0.6885907471925754,2,67468.76828484537,0.37457677262294786,0.27709376005919206,1422319.6036132323,3637573.0392768644,19851721.354832247,171705.74135431284,3,1,0.6237,344990.82987292693
APP_0074,27,Self-Employed,16,1174089,0.5388767994487287,1,21191.694881230993,0.21659374934504277,0.39680921238950617,3373688.2925099144,1706739.347864106,6882195.600891337,135119.10487060237,5,2,0.504,327922.37535957445
APP_0075,31,Self-Employed,20,3623524,0.8756212262854621,2,33159.73959858701,0.10981488605651407,0.39642396698754834,5828285.133837544,6924551.8483053,31521222.756238896,195981.90001307963,5,5,0.504,762984.8586382635
APP_0076,47,Salaried,13,1457130,0.7569425686483239,0,46713.552247510226,0.38470323647864135,0.7593528655452572,1062515.2401180603,847744.3442899903,9843548.847394686,237589.8997261567,0,5,0.7200000000000001,312041.2455718888
APP_0077,33,Business,7,775543,0.8319271348868531,1,17831.990728085715,0.2759149250744686,0.7504423848968472,839522.7363584908,1236109.6338856702,6280187.28811348,90090.46482767609,2,2,0.5120000000000001,236265.7563054192
APP_0078,59,Self-Employed,26,1663787,0.5439705391557742,0,19347.204164244187,0.13954096886856926,0.38659382337322634,4111348.843535365,2096263.9059151704,1900094.254326045,124513.83465501863,1,6,0.9900000000000001,676046.3529765075
APP_0079,29,Self-Employed,15,3237003,0.7052951830436767,0,63553.59750652227,0.23560162597262568,0.277239805134628,6596258.185933074,4884758.574386404,29711690.46007681,401484.0282761362,2,7,0.7200000000000001,1065887.2007410233
APP_0080,26,Salaried,16,1984504,0.8278820857839975,0,40861.04588644913,0.2470806562432676,0.8277606632921835,1356858.5485034604,685493.0460505272,12849022.033512305,98980.99851075409,2,9,0.6400000000000001,575640.3946706592
APP_0081,60,Business,11,3395257,0.8978511023443694,2,66805.81952160942,0.23611462527264154,0.5843414332282503,2539469.4156624973,4967950.06989403,29454311.59766766,417722.71202353,4,3,0.616,778088.4446553409
APP_0082,39,Self-Employed,11,4004224,0.6594920737027813,0,64656.37343880633,0.1937645049991399,0.3500188569134942,4553701.60107865,7673961.2814876605,28755891.465295475,404227.02290480904,0,1,0.9,855153.4358751501
APP_0083,31,Business,24,3325988,0.8247077141109569,0,76480.96235692936,0.2759395248218431,0.549269131193658,4403990.446096302,1396969.218964912,13910554.727164602,415197.15651376545,3,0,0.44800000000000006,875190.6162948409
APP_0084,63,Self-Employed,12,1069064,0.731167407355942,1,13044.278184760078,0.14641905275747844,0.48575151696351093,2799009.5956163625,887542.4808125504,6421214.554513966,59896.80243632902,2,9,0.9900000000000001,307418.9762233283
APP_0085,52,Business,25,4870271,0.5105015325814334,2,44110.83761867778,0.1086859543183805,0.31861631097017984,11717987.913867082,9052701.635379551,20256483.67702509,313364.73700851895,1,9,0.8,1803706.2438563951
APP_0086,29,Salaried,24,428585,0.7275273049163336,1,7602.323650877409,0.2128583217110466,0.46291663253841386,382950.6362201683,326130.58377042686,1679815.776212892,68291.84593360909,4,1,0.5599999999999999,132805.05507400187
APP_0087,34,Salaried,25,508719,0.9021906131839339,2,9874.82472970873,0.23293389229909783,0.43921181849039614,1026437.2485734648,481009.4465135313,1495695.2562988792,53776.66254260403,2,6,0.8,99446.79488777126
APP_0088,62,Self-Employed,17,2787209,0.518166945041771,3,91823.13663875543,0.39533369749633596,0.1438255668144648,2818029.430017101,5300110.246902797,22036080.577942584,382368.22409755975,2,5,0.8910000000000001,615868.4459551853
APP_0089,56,Business,14,1673834,0.551674280703686,1,34882.51978130598,0.25007870396686394,0.7666833619359026,4210530.207704482,551923.1501731082,14655888.402275458,78593.95379342,0,7,0.7040000000000002,669867.2646738439
APP_0090,45,Business,14,3592545,0.7837995846275737,3,55940.28510627719,0.18685456167572745,0.42402584565196366,10474062.172556505,1829940.84393571,34231668.44010234,356304.22805176163,5,5,0.5599999999999999,473285.80642723717
APP_0091,31,Salaried,14,1979608,0.8571887629001895,3,59579.16079572749,0.3611573248586235,0.6966438611716823,2086368.550908828,3172147.9381339485,3340419.040125512,239175.74373261136,4,8,0.504,276929.3173561702
APP_0092,47,Self-Employed,24,1438912,0.5945075395786897,1,21198.826989757163,0.17679046660051898,0.23879921795367587,1269371.4345952512,2254018.6450570375,2414752.5663299495,231057.87623987257,5,7,0.63,349534.99670549197
APP_0093,61,Business,15,4935300,0.7571967322686264,2,147760.4400338872,0.35927406244942484,0.6017739255198175,4330200.1577381315,1593683.7087973892,24577165.11706095,392451.2116926963,2,9,0.7920000000000001,869576.8007163932
APP_0094,57,Salaried,10,2236688,0.8355741591102046,0,39257.840764858425,0.21062127984694384,0.3296616260810554,4723138.391256602,4382260.842930107,4054373.962716556,259291.73350460624,3,7,0.77,744238.825053946
APP_0095,27,Self-Employed,30,4995403,0.760734981859444,2,117184.55729661089,0.2815017502210193,0.5010938414982621,14458224.36162304,5050060.682617966,41455357.37963308,731021.3502103376,5,1,0.504,1011654.422502169
APP_0096,36,Salaried,8,2136091,0.9972958067940663,1,37233.73724840869,0.20916938790571385,0.8343494312935684,3136938.0651207305,3405007.2764406665,15187776.797270525,102985.98050654231,5,10,0.5599999999999999,399366.67877967324
APP_0097,46,Salaried,18,1921367,0.785244092163434,1,32024.162045155757,0.200008610818167,0.5661916116691357,1640023.0582953724,1594114.8107536884,18655068.223064773,247811.50217183025,3,2,0.7,589113.3022347739
APP_0098,30,Self-Employed,18,3359815,0.7573973053445278,2,96302.21919415148,0.3439554351444403,0.636093119995778,8642779.478788538,5139826.205073292,24085606.458950844,361065.3215090384,5,10,0.45360000000000006,562912.9842869667
APP_0099,48,Salaried,12,1595478,0.7540788768630533,1,26926.310963644806,0.20251970353946447,0.7129249661342557,1563589.3154909692,3190888.859071592,3820382.5317509375,125469.47384546409,0,8,0.8,648848.8502705535
APP_0100,58,Salaried,22,1712492,0.9629178317628225,1,39840.260475757554,0.27917393232148857,0.22340220905689723,1630489.180021639,2478185.110977503,11341259.665975122,264577.72697716,5,7,0.77,286769.23146646615
APP_0101,48,Business,24,2192547,0.8878354413634499,2,59512.54979729234,0.32571734953344583,0.7270402875478742,2378929.6339845047,1382408.1080343097,21246591.090808857,306327.2019636703,1,5,0.5760000000000001,595236.8089442289
APP_0102,61,Self-Employed,15,2563672,0.8112496148999704,3,83293.79855497829,0.38988044596178434,0.7535129916649921,6417250.594247616,1151389.6064069257,8332008.101147316,312291.2594297076,2,8,0.7128000000000001,1048402.840873605
APP_0103,58,Salaried,10,651797,0.9289350490875072,2,12753.26466371663,0.23479576611214775,0.5106821903428355,1680082.895170534,237960.93321355857,5992976.575921978,93698.79984043929,2,0,1.0,238530.8234088441
APP_0104,50,Business,12,2177849,0.654466447217838,0,38561.32143892196,0.21247380202533026,0.12255003642252005,6156920.164584451,3725248.429837566,14917495.036964592,306182.14957832324,1,0,0.8,548385.4427389771
APP_0105,55,Business,27,1364277,0.8035364619062428,3,26669.39182800194,0.234580442194674,0.10420095864449436,952353.2438797645,901327.4327693509,11616365.56979702,150435.00119517243,5,9,0.5599999999999999,314084.9659890034
APP_0106,32,Self-Employed,8,2726239,0.548739338063447,1,51332.27759775441,0.22594766312603293,0.7351192869115505,4478621.922763338,1089253.0116755995,24935059.66378253,316949.94808612706,0,10,0.5760000000000001,637783.3532967232
APP_0107,40,Business,5,2643366,0.6716955572413335,2,37925.53324192745,0.17216927164196308,0.43325407616683187,5712124.276001419,936029.4319299448,25830682.888173696,132502.9026350331,4,8,0.5599999999999999,596452.8156154006
APP_0108,57,Business,1,3475363,0.849332575411007,0,84191.02705460317,0.2907012374405891,0.8848315380412483,3941498.3306507063,796678.3682602741,28138902.604035027,294596.020047642,5,10,0.49280000000000007,772927.7251706418
APP_0109,62,Business,25,2989368,0.5533638359437456,2,65717.30043710067,0.2638041235623075,0.7508070924448705,2803198.583890779,4790332.68548577,15489727.457139026,384403.7971826212,5,2,0.49280000000000007,772818.6587355777
APP_0110,29,Business,25,4039294,0.5147935160799103,1,38084.44399413939,0.11314188269773695,0.2595758669721507,2442823.049509351,7594146.438357968,22775366.55796745,667723.5912477314,4,7,0.44800000000000006,545279.7543245413
APP_0111,37,Self-Employed,12,601009,0.846319310831223,2,9113.549313930658,0.18196498183416207,0.7394739292145918,957033.7845513372,552951.8361631283,2979580.0703931567,96898.58138172669,2,2,0.7200000000000001,172433.4062336034
APP_0112,56,Self-Employed,30,4556001,0.606688278320873,0,120781.25601965933,0.31812439730279074,0.1631416048443743,9139945.079809535,7655058.045465006,26922638.09798907,372763.32351963985,0,5,0.8910000000000001,1885052.7513157206
APP_0113,44,Self-Employed,20,3774520,0.5666579088263655,3,64627.36136300983,0.20546409513159766,0.13388413028010362,10097191.794984633,3150239.9023020305,37682374.54875696,286811.0038803856,0,1,0.9,1591436.5244304936
APP_0114,50,Self-Employed,17,1542065,0.8811157585118432,1,45568.122653659484,0.35460079299116043,0.642471097596359,2460259.9432280525,658791.8243661803,4817346.946771194,188613.09457277006,2,6,0.81,724195.8906094792
APP_0115,27,Business,5,3974224,0.8795294117062227,2,77226.38777294892,0.23318178675268103,0.16150834306431872,3355190.005536798,3419859.126929891,15219167.495117744,304039.61138955434,0,0,0.6400000000000001,1257177.2627813811
APP_0116,56,Business,13,4911652,0.5471043981962701,2,127380.15142057407,0.3112113433620478,0.2716563403389758,9969145.471188527,7117794.926352735,49055908.208358936,327552.96027738135,1,1,0.7920000000000001,1481389.2273536695
APP_0117,53,Salaried,26,1640448,0.9003519371466904,0,36226.44301501437,0.26499914424606713,0.3322898262222509,2050382.332250252,793172.1082258051,12116470.519471465,211936.15975150626,1,5,1.0,661924.5378638764
APP_0118,32,Salaried,26,882491,0.7710208552860611,3,7933.977094217997,0.10788520804247971,0.5432171498076761,1255147.4583858442,1453101.8328894537,5263902.089309002,104275.3236430016,0,1,0.8,228541.36787277125
APP_0119,55,Business,14,3634577,0.8293357598033563,0,41675.88767374853,0.1375980346777582,0.35362213636838546,2491184.687608818,3774507.339722397,20558040.197121724,209745.96139805586,4,10,0.5599999999999999,885615.7949266216
APP_0120,33,Self-Employed,17,664836,0.8325563225870165,1,10595.123613548642,0.19123736284224035,0.22957356764471976,1886036.4108994443,402788.57197636564,6334124.088695809,70824.24167195984,2,1,0.7200000000000001,143720.47618627863
APP_0121,65,Business,9,1250004,0.7500089445794362,0,26122.161030478936,0.25077194342237885,0.23490872139816546,3567533.2531592404,596939.0106777387,8660772.539950678,164682.73038470812,4,5,0.616,413500.56446449587
APP_0122,61,Salaried,27,419007,0.7243668564680109,2,10312.42546190772,0.29533899324568,0.7135672007330489,645885.4461559644,565736.608452952,2297139.901171082,50306.88880787118,2,10,0.8800000000000001,214842.00945225405
APP_0123,55,Salaried,26,2003275,0.7892301614289227,0,51181.017153163244,0.30658407150189515,0.22646435761216577,3083149.1341177034,2075384.654511292,8136768.406284161,119445.77882777003,5,5,0.63,623055.2614791318
APP_0124,47,Self-Employed,5,3308316,0.7059920536328889,0,53962.7048210437,0.1957347659209472,0.4731780536325092,3866360.0503589073,2138012.4103704896,6190867.852373215,257860.6274292506,3,9,0.63,765444.9251057277
APP_0125,35,Self-Employed,30,2823242,0.5759336404893439,1,58695.1218040742,0.24947966261797266,0.5117798713851877,4931919.391640024,2132600.40574536,3412132.686760346,451212.7023615885,4,7,0.63,1043484.4466459863
APP_0126,38,Business,12,608174,0.5202161618511567,3,14153.001192675394,0.2792556313030559,0.77427971753037,1326610.864186121,434447.32504211704,652933.5711610158,33512.69980713017,1,4,0.6400000000000001,191113.85316493694
APP_0127,50,Self-Employed,2,3560322,0.5204630749532033,1,61936.88437543769,0.2087571327832854,0.3308813576312766,5218976.553124138,3598196.2965428187,21179336.63398354,515643.50527213083,4,10,0.63,996829.1772976976
